Ano de Edição,Colaborador,Editora,ISBN,Ano,Edição,Origem,Formato,Encadernação,Idioma,País,Páginas,preço,nome,categoria
2017.0,"Tradutor:WYLER, LIA|Autor:ROWLING, JK",ROCCO -,8532530834,2017.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,432.0,64.9,HARRY POTTER E O ENIGMA DO PRÍNCIPE,Teen
2021.0,"Autor:LIMA, MANUEL OLIVEIRA",DANUBIO,6588248067,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,220.0,69.9,FORMAÇÃO HISTÓRICA DA NACIONALIDADE BRASILEIRA,História
2016.0,"Tradutor:CLEMENTE, CRISTIAN|Autor:AVEYARD, VICTORIA",SEGUINTE,8565765946,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,496.0,42.9,ESPADA DE VIDRO,Teen
2019.0,"Tradutor:CLEMENTE, CRISTIAN|Autor:AVEYARD, VICTORIA",SEGUINTE,855534087X,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,504.0,47.9,TRONO DESTRUÍDO,Teen
2007.0,"Autor:LEHFELD, NEIDE APARECIDA DE SOUZA",VOZES,8532634362,2007.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,120.0,40.5,METODOLOGIA E CONHECIMENTO CIENTÍFICO,Metodologia de Pesquisa
2015.0,"Autor:MARTINS JUNIOR, JOAQUIM",VOZES,8532636039,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,248.0,67.9,COMO ESCREVER TRABALHOS DE CONCLUSÃO DE CURSO,Metodologia de Pesquisa
2013.0,"Organizador:DIEZ, CARMEM LUCIA FORNARI|Organizador:HORN, GERALDO BALDUINO",VOZES,853263091X,2013.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,124.0,44.2,ORIENTAÇÕES PARA ELABORAÇÃO DE PROJETOS E MONOGRAFIAS,Metodologia de Pesquisa
2016.0,"Autor:NAVARRO, ANGELS",VOZES,8532652700,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,64.0,19.4,TREINE SEU CÉREBRO - VOL. 2,Psicologia
2011.0,"Autor:FREUD, SIGMUND|Tradutor:SOUZA, PAULO CESAR DE",PENGUIN COMPANHIA,8563560301,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,27.9,O MAL-ESTAR NA CIVILIZAÇÃO,Psicologia
2016.0,"Tradutor:MORAES, MARIA RITA SALZANO|Autor:FREUD, SIGMUND",AUTÊNTICA EDITORA LT,8582179855,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,368.0,51.3,"FREUD - NEUROSE, PSICOSE, PERVERSÃO",Psicologia
2021.0,"Autor:YONG, JO|Ilustrador:SAN, JAM|Tradutor:WOO, JAE HYUNG",INTRINSECA,655560199X,2021.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,24.0,49.9,O CÃO ALEGRE,Infantil
2017.0,"Autor:JORGE, MARCO ANTONIO COUTINHO",ZAHAR -,8537816515,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,304.0,72.9,FUNDAMENTOS DA PSICANÁLISE DE FREUD A LACAN - VOL. 3,Psicologia
2020.0,"Autor:BENEDETTI, IVONE CASTILHO",WMF MARTINS FONTES,8546900507,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,1300.0,114.9,DICIONÁRIO MARTINS FONTES ITALIANO - PORTUGUÊS,Dicionários
2013.0,"Tradutor:BERLINER, CLAUDIA|Organizador:LANDAU, SIDNEY I.",WMF MARTINS FONTES,857827671X,2013.0,1.0,Nacional,LIVRO,BROCHURA,INGLÊS,BRASIL,1136.0,89.9,CAMBRIDGE DICTIONARY OF AMERICAN ENGLISH,Dicionários
2020.0,"Autor:FERGUSON, NIALL",CRÍTICA,6555352175,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,512.0,84.9,A ASCENSÃO DO DINHEIRO,História
2016.0,"Autor:BUENO, EDUARDO",ESTAÇÃO BRASIL,8556080049,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,39.9,"NÁUFRAGOS, TRAFICANTES E DEGREDADOS",História
2012.0,Autor:EDITORA SARAIVA,SARAIVA - DIDÁTICOS,8502079883,2012.0,1.0,Nacional,LIVRO DIDÁTICO,BROCHURA,PORTUGUÊS,BRASIL,488.0,66.0,SARAIVA JÚNIOR DICIONÁRIO DE LÍNGUA PORTUGUESA ILUSTRADO - 1º ANO,Dicionários
2015.0,"Autor:NIETZSCHE, FRIEDRICH|Tradutor:DUARTE, CARLOS|Tradutor:DUARTE, ANNE",MARTIN CLARET,8572328696,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,120.0,28.9,O ANTICRISTO,Filosofia
2016.0,"Autor:BARROS FILHO, CLÓVIS DE|Autor:KARNAL, LEANDRO",PAPIRUS 7 MARES,8561773898,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,34.9,FELICIDADE OU MORTE,Filosofia
2018.0,"Autor:NIETZSCHE, FRIEDRICH|Tradutor:SOUZA, PAULO CESAR DE",COMPANHIA DE BOLSO,8535930485,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,360.0,32.9,ASSIM FALOU ZARATUSTRA,Filosofia
2018.0,"Autor:BARROS FILHO, CLÓVIS DE|Autor:COEN, MONJA",BEST SELLER,8546501297,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,39.9,"A MONJA E O PROFESSOR - REFLEXÕES SOBRE ÉTICA, PRECEITOS E VALORES",Filosofia
2016.0,"Autor:PLATAO|Tradutor:BINI, EDSON",EDIPRO,8572839607,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,248.0,71.0,"DIÁLOGOS VI - CRÁTILO (OU DA CORREÇÃO DOS NOMES), CÁRMIDES (OU DA MODERAÇÃO), LAQUES (OU DA CORAGEM), ION",Filosofia
2017.0,"Autor:PLATAO|Tradutor:BINI, EDSON",EDIPRO,8572835741,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,320.0,71.0,"DIÁLOGOS I - TEETETO (OU DO CONHECIMENTO), SOFISTA (OU DO SER), PROTÁGORAS (OU SOFISTAS)",Filosofia
2012.0,"Autor:ARISTOTELES|Tradutor:BINI, EDSON",EDIPRO,8572837094,2012.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,51.0,CONSTITUIÇÃO DE ATENAS,Filosofia
2016.0,"Autor:LENOIR, FREDERIC",OBJETIVA,8547000054,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,184.0,44.9,SOBRE A FELICIDADE,Filosofia
2008.0,"Autor:VOLTAIRE, FRANÇOIS MARIE AROUET|Tradutor:LAGOS, WILLIAM",L&PM EDITORES,8525418013,2008.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,19.9,TRATADO SOBRE A TOLERÂNCIA,Filosofia
2021.0,"Organizador:KOHN, JEROME|Autor:ARENDT, HANNAH|Revisor:JARDIM, EDUARDO|Tradutor:ANDREIUOLO, BEATRIZ",BAZAR DO TEMPO,6586719569,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,640.0,92.0,PENSAR SEM CORRIMÃO,Filosofia
2021.0,"Autor:CICERO|Tradutor:MENESES SANTOS, FÁBIO",PRINCIPIS,6555525304,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,19.9,PARA SABER ENVELHECER E A AMIZADE,Filosofia
2021.0,"Autor:AGAMBEN, GIORGIO|Tradutor:NICASTRO HONESKO, VINÍCIUS",AYINE,658668384X,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,102.0,49.9,QUANDO A CASA QUEIMA,Filosofia
2021.0,"Autor:CAMUS, ALBERT|Tradutor:MILLIET, SERGIO",RECORD,6555872381,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,49.9,BODAS EM TIPASA,Filosofia
2021.0,"Autor:RUSSELL, BERTRAND",NOVA FRONTEIRA -,8520946356,2021.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,2306.0,199.9,KIT BOX DA HISTÓRIA DA FILOSOFIA + PENSAMENTO OCIDENTAL,Filosofia
1987.0,"Autor:COUTINHO, EVALDO",PERSPECTIVA -,8527304023,1987.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,316.0,74.9,A ARTISTICIDADE DO SER,Filosofia
2021.0,"Tradutor:BARBOSA, RICARDO CORREA|Autor:LYOTARD, JEAN-FRANÇOIS",JOSE OLYMPIO-,6558470225,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,49.9,A CONDIÇÃO PÓS-MODERNA,Filosofia
2021.0,"Autor:GABRIEL, ZEFERINO",CHIADO BRASIL,9893704367,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,156.0,38.0,CAMINHOS DE LIBERTAÇÃO,Filosofia
2021.0,"Autor:ATIK, EDMAR",CHIADO BRASIL,9893702224,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,39.0,VIVER É SIMPLES,Filosofia
2020.0,"Autor:BILAC, OLAVO",FARIA E SILVA (EB),6581275115,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,48.0,27.0,O RISO,Filosofia
2021.0,"Autor:ROOS, JONAS",VOZES,6557130099,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,152.0,15.8,10 LIÇÕES SOBRE KIERKEGAARD,Filosofia
2021.0,"Autor:KNOBEL, MARCELO",CONTEXTO,6555410531,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,39.9,A ILUSÃO DA LUA,Filosofia
2021.0,"Autor:PLATAO|Prefácio/Posfácio:DALLARI, DALMO DE ABREU|Tradutor:BINI, EDSON",EDIPRO,6556600008,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,512.0,119.0,AS LEIS (OU DA LEGISLAÇÃO),Filosofia
2011.0,"Autor:LEFRANC, JEAN",VOZES,8532632092,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,328.0,74.0,COMPREENDER NIETZSCHE,Filosofia
2021.0,"Autor:BRADEN, GREGG|Tradutor:MOLINA, MARIO",EDITORA CULTRIX,6557360906,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,296.0,56.0,O MISTÉRIO POR TRÁS DAS NOSSAS ORIGENS,Filosofia
2019.0,"Autor:LAGARTA, MARTA|Ilustrador:LUTKUS, ALEX",EDITORA BAMBOLÊ,8569470630,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,88.0,54.9,CULPADO OU INOCENTE?,Filosofia
2021.0,"Tradutor:LEITAO, GABRIEL DIRMA|Autor:SCHOPENHAUER ARTHUR",EDIPRO,6556600253,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,44.9,A LIBERDADE DA VONTADE,Filosofia
2021.0,"Autor:DE BARROS FILHO, CLÓVIS",CITADEL,6587885659,2021.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,176.0,49.9,MORAL DA HISTÓRIA,Filosofia
2021.0,"Autor:HIDDLESTON, JANE",VOZES,6557130773,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,312.0,88.0,PÓS-COLONIALISMO,Filosofia
2021.0,"Autor:Foucault, Michel",PAZ E TERRA,6555480076,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,432.0,69.9,MICROFÍSICA DO PODER,Filosofia
2021.0,"Autor:CONYBEARE, CATHERINE|Tradutor:AUBERI, EDUARDO HENRIK",VOZES,6557130846,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,256.0,54.2,CONFISSÕES - UMA CHAVE DE LEITURA,Filosofia
2021.0,"Autor:PEDROSA, P RARDEN",LISBON PRESS,9895289995,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,88.0,32.0,MORTE. MORTE? NA PERSPECTIVA DA FILOSOFIA HEIDEGGERIANA,Filosofia
2021.0,"Autor:HAN, BYUNGCHUL",VOZES,655713017X,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,64.0,20.0,FAVOR FECHAR OS OLHOS,Filosofia
2021.0,"Autor:KOLAKOWSKI, LESZEK|Tradutor:REZENDE, RENATO",CIVILIZAÇAO BRASILEI,8520011608,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,322.0,73.07,A MODERNIDADE EM UM JULGAMENTO SEM FIM,Filosofia
2021.0,"Autor:FERNANDES DE OLIVEIRA, RÉGIS",NOVO SECULO,6555611510,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,288.0,49.9,DIVAGAÇÕES SOBRE UM MUNDO EM CRISE,Filosofia
2021.0,"Autor:HAN, BYUNG-CHUL|Tradutor:MACHADO, LUCAS",VOZES,6557130021,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,120.0,30.0,SOCIEDADE PALIATIVA,Filosofia
2021.0,"Autor:LAZZARATO, MAURIZIO",UBU EDITORA,6586497191,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,448.0,73.32,GUERRAS E CAPITAL,Filosofia
2021.0,"Autor:ADELE, DEBORAH|Tradutor:CATAO, PRISCILA|Prefácio/Posfácio:BRITES, LU",MANTRA,6587173063,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,35.02,YAMAS E NIYAMAS – A ÉTICA DO YOGA,Filosofia
2011.0,"Autor:DEPRAZ, NATALIE",VOZES,8532635814,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,42.0,COMPREENDER HUSSERL,Filosofia
2010.0,"Autor:RIZK, HADI",VOZES,8532633749,2010.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,68.0,COMPREENDER SPINOZA,Filosofia
2010.0,"Autor:CANDIOTTO, CESAR",AUTÊNTICA EDITORA LT,8575264974,2010.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,54.9,FOUCAULT E A CRÍTICA DA VERDADE,Filosofia
2012.0,"Tradutor:BARBAO, MARCELO|Autor:PESSIN, ANDREW",LEYA,8580444535,2012.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,34.0,FILOSOFIA EM 60 SEGUNDOS,Filosofia
2019.0,"Autor:BUNGE, MARIO|Tradutor:GUINSBURG, GITA K.",PERSPECTIVA -,8527303175,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,416.0,84.9,DICIONÁRIO DE FILOSOFIA,Filosofia
2001.0,"Autor:SCHUON, FRITHJOF",PERSPECTIVA -,8527302594,2001.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,49.9,O HOMEM NO UNIVERSO,Filosofia
2012.0,"Autor:FISHER, ROSA MARIA BUENO",AUTÊNTICA EDITORA LT,8565381005,2012.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,168.0,54.9,TRABALHAR COM FOUCAULT,Filosofia
1976.0,"Autor:COUTINHO, EVALDO",PERSPECTIVA -,8527305569,1976.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,216.0,59.9,O LUGAR DE TODOS OS LUGARES,Filosofia
2010.0,"Fotógrafo:BAKER, RICHARD|Autor:BOTTON, ALAIN DE|Tradutor:JATOBA, MARIA LUIZA MACHADO",ROCCO -,8532525970,2010.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,121.0,33.5,UMA SEMANA NO AEROPORTO,Filosofia
1978.0,"Autor:TAGLIAFERRI, ALDO",PERSPECTIVA -,8527306417,1978.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,118.0,34.9,A ESTÉTICA DO OBJETIVO,Filosofia
2017.0,"Tradutor:ALVES, LAURA|Tradutor:REBELLO, AURELIO|Autor:RUSSELL, BERTRAND",NOVA FRONTEIRA -,8520936687,2017.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,416.0,69.9,HISTÓRIA DO PENSAMENTO OCIDENTAL,Filosofia
2015.0,"coordenador/editor:VEIGA-NETO, ALFREDO|Autor:RESENDE, HAROLDO DE",AUTÊNTICA EDITORA LT,8582172842,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,384.0,74.9,MICHEL FOUCAULT,Filosofia
2014.0,"Tradutor:DUARTE, RODRIGO|Autor:DANTO, ARTHUR C.",AUTÊNTICA EDITORA LT,8582170459,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,256.0,54.9,O DESCREDENCIAMENTO FILOSÓFICO DA ARTE,Filosofia
2021.0,"Introdução:HAWKING, STEPHEN|Tradutor:MOLINA, MARIO|Ilustrador:DANIEL, JENNIFER|Autor:LAWTON, GRAHAM",SEOMAN,6587143105,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,256.0,69.9,A ORIGEM DE (QUASE) TODAS AS COISAS,Filosofia
2021.0,"Autor:JUNIOR, JUNIOR",CHIADO BRASIL,9893703247,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,132.0,36.0,APRENDA A USAR O PODER QUE O UNIVERSO TE DEU,Filosofia
2021.0,"Autor:ESPINOSA, BARUCH DE|Tradutor:QUINTALE, FLAVIO",VOZES DE BOLSO,6557130102,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,136.0,24.5,"BREVE TRATADO SOBRE DEUS, O SER HUMANO E SUA FELICIDADE - ED. BOLSO",Filosofia
2021.0,"Autor:ÑGALA, CRISÓSTOMO PINTO",VOZES,6557131818,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,80.0,25.0,CONSCIÊNCIA JURÍDICA DOS DIREITOS HUMANOS,Filosofia
2021.0,"Autor:BOTTON, ALAIN DE|Tradutor:VINAGRE, RYTA|Ilustrador:PINHEIRO MACHADO, IVAN",L&PM EDITORES,6556661775,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,280.0,54.9,DESEJO DE STATUS,Filosofia
2008.0,"Autor:ROHDEN, HUBERTO",MARTIN CLARET,857232738X,2008.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,28.9,FILOSOFIA CONTEMPORÂNEA,Filosofia
2007.0,"Tradutor:NEVES, PAULO|Autor:ROUSSEAU, JEAN-JACQUES",L&PM EDITORES,8525416657,2007.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,22.9,O CONTRATO SOCIAL,Filosofia
2019.0,"Autor:PLATAO|Tradutor:BINI, EDSON",EDIPRO,8572839232,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,280.0,71.0,"DIÁLOGOS III – FEDRO (OU DO BELO), EUTÍFRON (OU DA RELIGIOSIDADE), APOLOGIA DE SÓCRATES, CRÍTON (OU DO DE",Filosofia
2017.0,"Autor:PLATAO|Tradutor:BINI, EDSON",EDIPRO,8572838260,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,21.9,O BANQUETE,Filosofia
2019.0,"Autor:PONDE, LUIZ FELIPE",PLANETA DO BRASIL,8542216571,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,42.9,COMO APRENDI A PENSAR,Filosofia
2019.0,"Autor:IHERING, RUDOLF VON|Tradutor:BINI, EDSON|Prefácio/Posfácio:BEVILAQUA, CLOVIS",EDIPRO,8572839631,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,21.9,A LUTA PELO DIREITO,Filosofia
2019.0,"Autor:MOSE, VIVIANE",VOZES,8532660096,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,34.9,A ESPÉCIE QUE SABE,Filosofia
2016.0,Autor:PLATAO,EDIPRO,8572839542,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,112.0,21.9,A JUSTIÇA,Filosofia
2009.0,"Tradutor:NEVES, PAULO|Autor:COLETTE, JACQUES",L&PM EDITORES,852541946X,2009.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,120.0,21.9,EXISTENCIALISMO,Filosofia
2017.0,"Autor:ROUSSEAU, JEAN-JACQUES|Tradutor:BRANDAO, EDUARDO",PENGUIN COMPANHIA,858285062X,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,29.9,A ORIGEM DA DESIGUALDADE ENTRE OS HOMENS,Filosofia
2014.0,"Autor:CORTELLA, MARIO SERGIO",VOZES,853263222X,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,35.0,NÃO ESPERE PELO EPITÁFIO!,Filosofia
2019.0,"Autor:GLEISER, MARCELO",RECORD,8501117099,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,54.9,O CALDEIRÃO AZUL,Filosofia
2018.0,"Autor:WILSON, EDWARD O.|Tradutor:ASSIS, ÉRICO",COMPANHIA DAS LETRAS,8535931538,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,168.0,57.9,O SENTIDO DA EXISTÊNCIA HUMANA,Filosofia
2020.0,"Autor:KANT, IMMANUEL",VOZES,8532663273,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,25.0,A PAZ PERPÉTUA,Filosofia
2016.0,"Autor:NIETZSCHE, FRIEDRICH",NOVA FRONTEIRA -,8520929532,2016.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,608.0,149.9,GRANDES OBRAS DE NIETZSCHE,Filosofia
2020.0,"Autor:GIANNETTI, EDUARDO|Capista:FARKAS, KIKO",COMPANHIA DAS LETRAS,8535933956,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,320.0,69.9,O ANEL DE GIGES,Filosofia
2020.0,"Autor:BARROS FILHO, CLÓVIS DE|Autor:KARNAL, LEANDRO|Autor:CORTELLA, MARIO SERGIO|Autor:MONJA COEN",PAPIRUS 7 MARES,6555920084,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,608.0,154.9,BOX - QUATRO X QUATRO,Filosofia
2015.0,"Autor:ESTEITIE, RANIA",ARTMED -,858055473X,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,116.0,79.0,FUNDAMENTOS DE PESQUISA CLÍNICA,Metodologia de Pesquisa
2019.0,Autor:VÁRIOS AUTORES,ALTA BOOKS -,8550807494,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,336.0,59.9,DNA DO INOVADOR,Sustentabilidade
2015.0,"Organizador:NEVES, MARCOS FAVA|Autor:VARIOS AUTORES|Organizador:NOGUEIRA, JOSE GUILHERME A.",ATLAS EDITORA,8522494908,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,248.0,105.0,ESTRATÉGIAS PARA A CAFEICULTURA NO BRASIL,Sustentabilidade
2015.0,"Autor:DIAS, REINALDO",ATLAS EDITORA,8522499195,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,248.0,102.0,SUSTENTABILIDADE: ORIGEM E FUNDAMENTOS EDUCAÇÃO E GOVERNANÇA GLOBAL MODELO DE DESENVOLVIMENTO,Sustentabilidade
2010.0,"Tradutor:RIBEIRO, ANA CAROLINA BENTO|Autor:SMITH, ROBERT ROWLAND",ROCCO -,853252575X,2010.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,206.0,29.0,CAFÉ DA MANHÃ COM SÓCRATES,Filosofia
2021.0,"Autor:TIBURI, MARCIA",CIVILIZAÇAO BRASILEI,8520014186,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,196.0,34.9,COMPLEXO DE VIRA-LATA,Filosofia
2007.0,"Autor:RANCIÈRE, JACQUES",AUTÊNTICA EDITORA LT,8575260456,2007.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,54.9,O MESTRE IGNORANTE - CINCO LIÇÕES SOBRE A EMANCIPAÇÃO INTELECTUAL,Filosofia
2019.0,"Autor:JATOBA, ROSANA|Autor:LOSCHIAVO, RAFAEL",ALTA BOOKS -,8550802379,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,59.9,ATITUDES SUSTENTÁVEIS PARA LEIGOS,Sustentabilidade
2020.0,"Autor:PERRY, PHILIPPA|Tradutor:MIRANDA, GUILHERME|Ilustrador:ORIGINAL",FONTANAR,8584391606,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,320.0,44.9,O LIVRO QUE VOCÊ GOSTARIA QUE SEUS PAIS TIVESSEM LIDO,Psicologia
2020.0,"Tradutor:GEIGER, PAULO|Ilustrador:FORESTI, EDUARDO|Autor:BARGH, JOHN",OBJETIVA,8547001042,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,392.0,79.9,O CÉREBRO INTUITIVO,Psicologia
2018.0,"Autor:DALGALARRONDO, PAULO",ARTMED -,8582715056,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,520.0,176.0,PSICOPATOLOGIA E SEMIOLOGIA DOS TRANSTORNOS MENTAIS,Psicologia
2013.0,"Autor:BECK, JUDITH S.|Tradutor:ROSA, SANDRA MARIA MALLMANN DA",ARTMED -,8582710089,2013.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,414.0,143.0,TERAPIA COGNITIVO-COMPORTAMENTAL,Psicologia
2011.0,"Organizador:SILVA, JORGE XAVIER DA|Organizador:ZAIDAN, RICARDO TAVARES",BERTRAND BRASIL,8528614891,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,330.0,69.9,GEOPROCESSAMENTO & MEIO AMBIENTE,Geografia
2019.0,"Autor:SOUZA, MARCELO LOPES DE",DIFEL (BRASIL),8528624374,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,352.0,69.9,AMBIENTES E TERRITÓRIOS,Geografia
