Ano de Edição,Colaborador,Editora,ISBN,Ano,Edição,Origem,Formato,Encadernação,Idioma,País,Páginas,preço,nome,categoria
2016.0,"Autor:GUTMAN, LAURA|Tradutor:CABRAL, LUIS CARLOS|Tradutor:CORULLÓN, MARIANA",BEST SELLER,8546500118,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,322.0,49.97,A MATERNIDADE E O ENCONTRO COM A PRÓPRIA SOMBRA,Autoajuda
2014.0,"Autor:BYRNE, RHONDA|Tradutor:MORAIS, FABIANO",SEXTANTE,8575429841,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,272.0,39.9,A MAGIA,Autoajuda
2015.0,"Autor:TIERNO, W.|Autor:LOPES, CATARINA",BEST SELLER,8576849275,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,104.0,7.92,AMOR EM TODAS AS CORES,Autoajuda
2020.0,"Autor:CARNEGIE, DALE",SEXTANTE,8543109299,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,320.0,49.9,COMO EVITAR PREOCUPAÇÕES E COMEÇAR A VIVER,Autoajuda
2015.0,"Tradutor:KORYTOWSKI, IVO|Autor:WILLIAMS, MARK|Autor:PENMAN, DANNY",SEXTANTE,8543101875,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,49.9,ATENÇÃO PLENA - MINDFULNESS,Autoajuda
2019.0,"Autor:RAZ, TAHL|Autor:VOSS, CHRIS",SEXTANTE,8543108055,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,256.0,39.9,NEGOCIE COMO SE SUA VIDA DEPENDESSE DISSO,Autoajuda
2019.0,"Autor:HURTADO-GRACIET, MARIA-ELISA",SEXTANTE,8543106265,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,29.9,HO'OPONOPONO PARA TODOS OS DIAS,Autoajuda
2017.0,"Tradutor:GOTTLIEB, ANDREA|Autor:HOLIDAY, RYAN",INTRINSECA,8551002422,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,272.0,39.9,O EGO É SEU INIMIGO,Autoajuda
2014.0,"Autor:HILL, NAPOLEON|Tradutor:SOUZA, FERNANDO TUDE DE",JOSE OLYMPIO-,8503011794,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,672.0,59.9,A LEI DO TRIUNFO,Autoajuda
2020.0,"Autor:CARICIO, ANDREZA",LITERARE BOOKS,859455172X,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,295.0,22.41,TODO SANTO DIA,Autoajuda
2014.0,"Autor:BASFORD, JOHANNA|Tradutor:DIB, RENATA",SEXTANTE,8543101638,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,39.9,JARDIM SECRETO,Autoajuda
2015.0,"Autor:CURY, AUGUSTO",SEXTANTE,8543102553,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,39.9,NUNCA DESISTA DE SEUS SONHOS,Autoajuda
2016.0,"Tradutor:PEREIRA, REGINA DA VEIGA|Autor:TOLLE, ECKHART|Tradutor:QUINTANA, ANA",SEXTANTE,8543103614,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,112.0,36.9,"PODER DO SILÊNCIO, O",Autoajuda
2013.0,"Autor:WHA, CHAN KOU|Autor:TULER, MARCELO",BOOKMAN COMPANHIA ED,8582600518,2013.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,88.0,91.0,EXERCÍCIOS PARA AUTOCAD,Arquitetura
2020.0,"Autor:DE CASTRO, BUMBA",CHIADO BRASIL,9895267681,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,620.0,60.0,PATRIMÓNIO CULTURAL E A REABILITAÇÃO URBANA,Arquitetura
2014.0,"Autor:RODOVALHO, ROBSON",PORTICO EDITORA,8542203801,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,28.41,OS DEZ MANDAMENTOS PARA VENCER NA VIDA,Autoajuda
2016.0,"Autor:MEYER, BARBARA|Autor:NEVEUX, ISABELLE",SENAC SP -,8539611023,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,59.0,CHEGA DE CARREGAR O MUNDO NAS COSTAS!,Autoajuda
2016.0,"Autor:KRISHNAMURTI, JIDDU|Tradutor:LOPES, MAGDA",ACADEMIA DE INTELIGE,854220607X,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,416.0,54.9,O LIVRO DA VIDA,Autoajuda
2017.0,"Autor:HAMMOND, MICHELLE MCKINNEY",AGAPE,8582161662,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,29.9,"DETERMINADA, SOLTEIRA E FELIZ",Autoajuda
2015.0,Autor:VÁRIOS AUTORES,AGAPE EDITORA,8582161212,2015.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,364.0,37.0,MEDITACAO DA MULHER 2016 ROSA,Autoajuda
2005.0,"Autor:LEIDER, RICHARD J.|Tradutor:DUARTE, CLAUDIA GERPE|Tradutor:DUARTE, EDUARDO GERPE|Autor:WEBER, ALAN M.",EDITORA CULTRIX,8531613159,2005.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,168.0,35.0,REIMAGINE SUA VIDA,Autoajuda
2014.0,"Autor:CAMPOS, ALESSANDRO (PADRE)",GENTE,8573128666,2013.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,34.9,O SEGREDO DA FELICIDADE,Autoajuda
2017.0,"Autor:ARAU, SELMA|Tradutor:FELIX, SILVIA MASSIMINI|Tradutor:FEITOSA, JERONIMO",MADRAS,8537010448,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,184.0,34.9,O SEGREDO DA MULHER DE SUCESSO,Autoajuda
2015.0,Autor:VÁRIOS AUTORES,AGAPE EDITORA,8582161204,2015.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,364.0,37.0,MEDITACAO DIARIA DA MULHER 2016 AZUL,Autoajuda
2018.0,"Autor:BRUNET, TIAGO",ACADEMIA DE INTELIGE,8542213971,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,39.9,DESCUBRA O SEU DESTINO,Autoajuda
2016.0,"Autor:VIANNA, ALESSANDRO|Autor:RAHMI, ROSA|Autor:BRO, ALEXANDRE|Autor:NAVES, BIANCA",ACADEMIA DE INTELIGE,854220641X,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,29.9,12 SEMANAS PARA EMAGRECER E VIVER MELHOR,Autoajuda
2019.0,"Autor:ELROD, HAL",BEST SELLER,8546501904,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,238.0,39.9,O MILAGRE DA MANHÃ PARA SE TORNAR UM MILIONÁRIO,Autoajuda
2017.0,"Autor:VILARINHO, THAÍS",BUZZ EDITORA.,8593156347,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,44.9,MÃE FORA DA CAIXA,Autoajuda
2011.0,"Autor:RISO, WALTER|Tradutor:ASEFF, MARLOVA",L&PM EDITORES,8525421871,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,28.9,AMORES DE ALTO RISCO,Autoajuda
2019.0,"Autor:MASUNO, SHUNMYO|Tradutor:BOIDE, ALEXANDRE",FONTANAR,8584391428,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,37.9,ZEN – A ARTE DE VIVER COM SIMPLICIDADE,Autoajuda
2014.0,"Autor:JAIME, LEO",HARPER COLLINS BR,8522015570,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,32.9,CABEÇA DE HOMEM,Autoajuda
2019.0,"Tradutor:ALONSO, GIU|Tradutor:BIAGGIO, JAIME|Autor:MANSON, MARK",INTRINSECA,8551004905,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,288.0,31.92,F*DEU GERAL : UM LIVRO SOBRE ESPERANÇA?,Autoajuda
2019.0,"Autor:SUNIM, HAEMIN",SEXTANTE,8543107229,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,288.0,49.9,AMOR PELAS COISAS IMPERFEITAS,Autoajuda
2019.0,"Autor:HILL, NAPOLEON",BEST SELLER,8546501467,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,336.0,44.9,PENSE & ENRIQUEÇA,Autoajuda
2018.0,Autor:KAREEMI,GENTE,8545202377,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,200.0,39.9,VIVA COM LEVEZA,Autoajuda
2019.0,"Autor:ASTRAL, EDITORA ALTO",ASTRAL CULTURAL -,8582468660,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,68.0,14.9,COLEÇÃO MENTE AFIADA - AUMENTE SUA CONCENTRAÇÃO,Autoajuda
2020.0,"Autor:JOTA, JOEL",GENTE,6555440155,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,39.9,O SUCESSO É TREINÁVEL,Autoajuda
2020.0,"Autor:ROSSI, MARCELO",PLANETA DO BRASIL,6555351357,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,29.9,BATISMO DE FOGO,Autoajuda
2020.0,"Autor:CURY, AUGUSTO",SEXTANTE,6555640529,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,39.9,O MESTRE DOS MESTRES: ANA´LISE DA INTELIGE^NCIA DE CRISTO – LIVRO 1,Autoajuda
2020.0,"Autor:CSIKSZENTMIHALYI, MIHALY|Tradutor:DE ARANTES LEITE, CÁSSIO",OBJETIVA,8547001131,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,336.0,69.9,FLOW (EDIÇÃO REVISTA E ATUALIZADA),Autoajuda
2021.0,"Autor:VIEIRA, SONIA",GUANABARA KOOGAN-,8595157995,2021.0,6.0,Nacional,LIVRO CTP,BROCHURA,PORTUGUÊS,BRASIL,296.0,147.0,INTRODUÇÃO À BIOESTATÍSTICA,Medicina
2021.0,"Autor:DERAM, SOPHIE",SEXTANTE,6555641681,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,49.9,OS 7 PILARES DA SAÚDE ALIMENTAR,Medicina
2021.0,"Autor:MUNHOZ LOPES, DRA. PATRÍCIA",LISBON PRESS,9893708699,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,200.0,39.0,O PODER DA PSICOBIOLOGIA NA ESTÉTICA E NA SAÚDE INTEGRATIVA,Medicina
2021.0,"Autor:MATTOS, DANIELA",FIGURATI,6555611359,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,39.9,SAT NAM: VOCÊ É SEU PRÓPRIO GURU,Medicina
2019.0,"Autor:HILL, NAPOLEON|Organizador:BRITO, LUCIA",CDG EDITORA,8568014925,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,19.9,O MANUSCRITO ORIGINAL - LIVRO DE BOLSO,Autoajuda
2021.0,"Tradutor:FLECK, DEBORA|Autor:JOHNSON, KIMBERLY ANN",BEST SELLER,6557120891,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,392.0,64.9,O QUARTO TRIMESTRE,Medicina
2021.0,"Autor:LOVO, PRISCILA DE FARIA",CHIADO BRASIL,9895299648,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,304.0,47.0,PROTOCOLO 2K2D,Medicina
2019.0,"Tradutor:RIBEIRO, ANA CAROLINA BENTO|Autor:CAIN, SUSAN",SEXTANTE,8543108705,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,336.0,49.9,O PODER DOS QUIETOS,Autoajuda
2011.0,"Autor:CURY, AUGUSTO",SEXTANTE,8575421212,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,14.9,SEJA LÍDER DE SI MESMO,Autoajuda
2013.0,"Autor:ANTUNES, CELESTE",EDITORA 34,8573265353,2013.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,104.0,39.0,PARA QUANDO FORMOS MELHORES,Literatura Nacional
2016.0,"Autor:BUCCI, EUGENIO",COMPANHIA DAS LETRAS,8535928103,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,47.9,A FORMA BRUTA DOS PROTESTOS,Literatura Nacional
2017.0,"Autor:SILVA, ANA BEATRIZ BARBOSA|Autor:DUARTE, ANDREA",GLOBO LIVROS,8525062987,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,376.0,49.9,HORIZONTE VERTICAL,Literatura Nacional
2017.0,"Autor:ROBBINS, TONY|Tradutor:BRASIL, MURIEL ALVES",BEST SELLER,8546500452,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,406.0,59.9,PODER SEM LIMITES,Autoajuda
2019.0,"Autor:KABAT-ZINN, JON",SEXTANTE,8543106958,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,49.9,ATENÇÃO PLENA PARA INICIANTES,Autoajuda
2018.0,"Autor:PINTTO, GUILHERME",OUTRO PLANETA,8542212991,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,42.9,SEJA O AMOR DA SUA VIDA,Autoajuda
2019.0,"Autor:ASTRAL, EDITORA ALTO",ASTRAL CULTURAL.,8582468679,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,68.0,11.62,COLEÇÃO MENTE AFIADA - A ARTE DE SER MAIS PRODUTIVO,Autoajuda
2019.0,"Autor:BRADBERRY, TRAVIS|Autor:GREAVES, JEAN",ALTA BOOKS -,8550810266,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,49.9,INTELIGÊNCIA EMOCIONAL 2.0,Autoajuda
2017.0,"Autor:KADOMOTO, TADASHI",GENTE,8545202121,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,400.0,44.9,MEU LIVRO DA CONSCIÊNCIA,Autoajuda
2019.0,"Autor:KADOMOTO, TADASHI",GENTE,8545203594,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,400.0,49.9,UM COMPROMISSO POR DIA,Autoajuda
2019.0,"Autor:BARROS FILHO, CLÓVIS DE|Autor:CALABREZ, PEDRO",CITADEL,6550470145,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,144.0,19.9,EM BUSCA DE NÓS MESMOS - LIVRO DE BOLSO,Autoajuda
2009.0,"Autor:VITALE, JOE|Tradutor:DUARTE, CLAUDIA GERPE|Autor:LEN, IHALEAKALA HEW",ROCCO -,8532524206,2009.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,239.0,34.9,LIMITE ZERO,Autoajuda
2015.0,"Autor:HILL, NAPOLEON|Tradutor:BRITO, LÚCIA",CDG EDITORA,8568014054,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,312.0,14.63,ATITUDE MENTAL POSITIVA,Autoajuda
2014.0,"Autor:MENDONÇA, ANTONIO PENTEADO|Autor:FIGUEIREDO, DOM FERNANDO ANTONIO",PRINCIPIUM,8525056154,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,49.9,DIÁLOGOS SOBRE A VIDA,Autoajuda
2015.0,"Autor:SANTIAGO, LUZIA",PLANETA DO BRASIL,8542205294,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,320.0,30.72,COMECE BEM O SEU DIA,Autoajuda
2011.0,"Autor:SELIGMAN, MARTIN E. P.|Tradutor:LOPES, CRISTINA PAIXAO",OBJETIVA,8539002868,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,368.0,64.9,FLORESCER,Autoajuda
2017.0,"Tradutor:NETTO, HAROLDO|Tradutor:LEMOS, PINHEIRO DE|Autor:ROBBINS, TONY",BEST SELLER,8546500444,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,616.0,69.9,DESPERTE O SEU GIGANTE INTERIOR,Autoajuda
2021.0,"Autor:LIPPI, FLAVIA",MATRIX EDITORA,6556160458,2021.0,1.0,Nacional,LIVRO,FLEXIVEL,PORTUGUÊS,BRASIL,100.0,40.0,MINDSET DE CRESCIMENTO,Autoajuda
2021.0,"Tradutor:ROCHA, DENISE DE CARVALHO|Autor:HOF, WIM",EDITORA CULTRIX,6557360787,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,296.0,54.0,O MÉTODO WIM HOF,Autoajuda
2021.0,"Autor:MELLO, NORTON",NOVO SECULO,6555611790,2021.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,39.9,NORTON MELLO,Autoajuda
2016.0,"Autor:CESAR, ANA CRISTINA",COMPANHIA DAS LETRAS,8535927492,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,536.0,53.47,CRÍTICA E TRADUÇÃO,Literatura Nacional
2016.0,"Autor:GRAU, EROS",GLOBO LIVROS,8525062782,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,128.0,49.9,A(S) MULHER(ES) QUE EU AMO,Literatura Nacional
2017.0,"Ilustrador:MORAES, ANALIA|Autor:SILVA, IGOR PEREIRA DA",GLOBO ALT,8525065366,2017.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,304.0,44.9,TEXTOS CRUÉIS DEMAIS PARA SEREM LIDOS RAPIDAMENTE,Literatura Nacional
2011.0,"Autor:MATOS, GREGORIO DE|Prefácio/Posfácio:WISNIK, JOSE MIGUEL",COMPANHIA DAS LETRAS,8535918582,2011.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,360.0,47.9,POEMAS ESCOLHIDOS DE GREGÓRIO DE MATOS,Literatura Nacional
2015.0,"Autor:BARROS, MANOEL DE",ALFAGUARA BRASIL,8579623642,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,168.0,39.9,O MEU QUINTAL É MAIOR DO QUE O MUNDO,Literatura Nacional
2019.0,"Autor:RAMOS, GRACILIANO",RECORD,850111619X,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,288.0,49.9,S. BERNARDO,Literatura Nacional
2019.0,"Autor:COPPOLA, FRANCIS FORD",EDIÇOES 70 - BRASIL,9724421546,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,220.0,199.0,O CINEMA AO VIVO E AS SUAS TECNICAS,Artes e Fotografia
2013.0,"Tradutor:BORGES, MARIA LUIZA X. DE A.|Autor:GOMPERTZ, WILL",ZAHAR -,853781086X,2013.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,464.0,92.9,ISSO É ARTE?,Artes e Fotografia
2020.0,"Autor:FARIA, JULIA|Capista:COLEN, RODRIGO",PARALELA,8584391851,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,32.27,PAGUEI A LÍNGUA,Autoajuda
2018.0,"Autor:GUERRA, LIGIA",SEXTANTE,8543106575,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,39.9,AMOR SUSTENTÁVEL,Autoajuda
2020.0,"Autor:CURY, AUGUSTO",SEXTANTE,6555640537,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,39.9,O MESTRE INESQUECÍVEL,Autoajuda
2020.0,"Autor:CARNEGIE, DALE|Tradutor:DOLINSKY, SANDRA MARTHA",BEST SELLER,6557120050,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,39.9,"A VIDA É CURTA, QUE SEJA ÓTIMA!",Autoajuda
2007.0,"Autor:GOSWAMI, AMIT|Autor:JUNGMANN, RUY",GOYA,857657280X,2007.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,368.0,37.9,O UNIVERSO AUTOCONSCIENTE,Autoajuda
2014.0,"Tradutor:AZEREDO, PATRÍCIA|Autor:LOVATO, DEMI",BEST SELLER,8576848880,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,23.02,O DIÁRIO DE DEMI LOVATO — STAYING STRONG,Autoajuda
2016.0,"Autor:BALHESTERO, CARMEN",MADRAS,8537009954,2016.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,29.9,MEDITANDO COM AS LIÇÕES DO CURSO EM MILAGRES,Autoajuda
2012.0,"Autor:KRZNARIC, ROMAN|Tradutor:ESTILL, DANIEL",OBJETIVA,8539003953,2012.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,184.0,37.9,COMO ENCONTRAR O TRABALHO DA SUA VIDA,Autoajuda
2018.0,"Autor:GANDHI, ARUN|Tradutor:CHAVES, DÉBORA",SEXTANTE,8543105374,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,39.9,A VIRTUDE DA RAIVA,Autoajuda
2018.0,"Autor:BYRNE, RHONDA|Tradutor:COUCEIRO, LEILA",SEXTANTE,8543105676,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,272.0,59.9,O PODER,Autoajuda
2020.0,"Autor:FRANÇA, SULIVAN",DVS,6556950092,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,224.0,49.0,OS SEGREDOS DAS MENTES EXTRAORDINÁRIAS,Autoajuda
2020.0,"Autor:BARROS, DANIEL MARTINS DE",SEXTANTE,8543109310,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,160.0,30.89,O LADO BOM DO LADO RUIM,Autoajuda
2015.0,"Autor:MECLER, IAN",RECORD,8501099767,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,154.0,39.9,A DIETA DA CABALA,Autoajuda
2019.0,"Autor:GARCIA, MARILIA|Autor:KOREN, LEONARD",COBOGO,8555911036,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,108.0,52.0,"WABI-SABI PARA ARTISTAS, DESIGNERS, POETAS E FILÓSOFOS",Autoajuda
2019.0,"Autor:MANZOTTI, REGINALDO",PETRA EDITORIAL,858278161X,2019.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,304.0,11.47,PÍLULAS DE SABEDORIA,Autoajuda
2020.0,"Autor:HILL, NAPOLEON",CITADEL,6550470269,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,336.0,33.0,O SEU DIREITO DE SER RICO,Autoajuda
2020.0,"Autor:SHOUKEI, MATSUMOTO",PLANETA DO BRASIL,8542218876,2020.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,42.9,MANUAL DE LIMPEZA DE UM MONGE BUDISTA,Autoajuda
2018.0,"Autor:SILVA, ANA BEATRIZ BARBOSA",PRINCIPIUM,852506551X,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,49.9,MENTES QUE AMAM DEMAIS,Autoajuda
2015.0,"Autor:BYRNE, RHONDA|Tradutor:MORAIS, FABIANO",SEXTANTE,8543101964,2015.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,216.0,59.9,O SEGREDO,Autoajuda
2000.0,"Autor:CORAUCCI, CARLOS HENRIQUE",EDITORA NACIONAL,8504015998,2000.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,296.0,44.9,ORQUESTRA TABAJARA DE SEVERINO ARAÚJO,Artes e Fotografia
2009.0,"Autor:PERSICHETTI, SIMONETTA|Autor:TRIGO, THALES",SENAC SP -,8573598743,2009.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,72.0,41.0,MARCIO SCAVONE,Artes e Fotografia
2010.0,"Autor:LANGEMEIER, JESSICA",ALTA BOOKS -,8576084112,2010.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,96.0,80.0,ESPANHOL PARA LEIGOS CURSO EM ÁUDIO,Ensino de Línguas
2018.0,"Autor:ARRUDA, MICHAEL",GENTE,8545202539,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,39.9,DESBLOQUEIE O PODER DA SUA MENTE,Autoajuda
2018.0,"Autor:RISO, WALTER|Ilustrador:MACHADO, IVAN PINHEIRO|Tradutor:RODRIGUES DE LIMA, CÉLIA REGINA",L&PM EDITORES,8525437239,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,26.9,DESAPEGUE-SE!,Autoajuda
2014.0,"Autor:CAPELAS, HELOISA",GENTE,8573129573,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,240.0,29.33,O MAPA DA FELICIDADE,Autoajuda
2018.0,"Autor:LUZ, MARCIA",NOVO SECULO,8542804155,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,192.0,39.9,O MILAGRE DA GRATIDÃO,Autoajuda
2014.0,"Autor:LUCADO, MAX|Tradutor:HEIDIGER, MARKUS",THOMAS NELSON BRASIL,8578605691,2014.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,176.0,29.9,PAI HERÓI,Autoajuda
2018.0,"Autor:CARROLL, RYDER|Tradutor:MAIOR, FLAVIA SOUTO",FONTANAR,8584391304,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,328.0,49.9,O MÉTODO BULLET JOURNAL,Autoajuda
2019.0,"Autor:CUKIER, HENI OZI",PLANETA DO BRASIL,8542217128,2019.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,256.0,54.9,INTELIGÊNCIA DO CARISMA,Autoajuda
2017.0,"Autor:WALKER, DALIA F|Autor:SILBERT, NICÓLAS|Tradutor:ANJOS, CAMELIA DOS",VR EDITORA S.A,8550700843,2017.0,1.0,Nacional,LIVRO,CAPA DURA,PORTUGUÊS,BRASIL,104.0,23.02,100 FORMAS DE DIZER EU TE AMO,Autoajuda
2018.0,"Autor:PETRY, JACOB",ACADEMIA DE INTELIGE,8542212959,2018.0,1.0,Nacional,LIVRO,BROCHURA,PORTUGUÊS,BRASIL,208.0,15.0,OS ATREVIDOS DOMINAM O MUNDO,Autoajuda
