Editora,ISBN,Ano,Edição,Origem,Encadernação,Idioma,País,Páginas,preço,nome,categoria,Autores
MELHORAMENTOS,8506078636,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,70.2,MICHAELIS DICIONÁRIO DE GÍRIAS – INGLÊS-PORTUGUÊS,DICIONÁRIOS,MARK G NASH; WILLIANS RAMOS FERREIRA
NOVA FRONTEIRA,8520921434,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,312,64.9,NOVO DICIONÁRIO DE DÚVIDAS DA LÍNGUA PORTUGUESA,DICIONÁRIOS,EVANILDO BECHARA
ZAHAR,8571104441,1998,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,892,232.9,DICIONÁRIO DE PSICANÁLISE,DICIONÁRIOS,ELISABETH ROUDINESCO; MICHEL PLON
LEXIKON,8586368695,2011,9,NACIONAL,FLEXIVEL,PORTUGUÊS,BRASIL,544,133.0,DICIONÁRIO DE ARTES DECORATIVAS E DECORAÇÃO DE INTERIORES,DICIONÁRIOS,RUBIA BUENO PRADO; RUTH LONDRES; STELLA MOUTINHO
TRAÇO,8571190410,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,810,130.0,DICIONARIO DE SIGLAS E ABREVIATURAS,DICIONÁRIOS,LUIZ MENDES ANTAS
LETRAS JURIDICAS,8589917754,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,48.64,BROCARDOS JURÍDICOS MULTILÍNGUE,DICIONÁRIOS,JEFERSON PIRES DE AZEVEDO FIGUEIRA
UBU EDITORA,6586497493,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,114,49.9,WINNICOTT: EXPERIÊNCIA E PARADOXO,PSICOLOGIA,TALES AB'SABER
OUTRA,9789727960439,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1066,213.72,DICIONÁRIO DE PSICOPATOLOGIA DA CRIANÇA E DO ADOLESCENTE,PSICOLOGIA,DESCONHECIDO
BEST SELLER,6557120840,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,69.9,COMO O PRAZER FUNCIONA,PSICOLOGIA,KIT YATES
UBU EDITORA,6586497485,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,69.9,TUDO COMEÇA EM CASA,PSICOLOGIA,DONALD WINNICOTT
LANGENSCHEIDT-USA,3468981899,2018,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,416,68.6,LANGENSCHEIDT DICIONARIO UNIVERSAL INGLES-PORTUGUE,DICIONÁRIOS,LANGENSCHEIDT
NOVA FRONTEIRA,0,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,136,22.45,DICIONÁRIO INFANTIL ILUSTRADO EVANILDO BECHARA,DICIONÁRIOS,EVANILDO BECHARA
LANGENSCHEIDT,3468111665,2016,1,IMPORTADO,BROCHURA,INGLÊS,ALEMANHA,223,175.1,LANGENSCHEIDT TASCHENWÖRTERBUCH FRANZÖSISCH,DICIONÁRIOS,DESCONHECIDO
BEST SELLER,6557120670,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,252,39.9,EDUCAR SEM PIRAR,PSICOLOGIA,NANDA PERIM
PAPIRUS,8544902952,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,736,120.0,DICIONÁRIO CRÍTICO DE EDUCAÇÃO E TECNOLOGIAS E DE EDUCAÇÃO A DISTÂNCIA,DICIONÁRIOS,DESCONHECIDO
VOZES,6557131958,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,65.0,O INSACIÁVEL ESPÍRITO DA ÉPOCA,PSICOLOGIA,DESCONHECIDO
OUTRA,9788576616856,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,16,21.24,BATEU A SAUDADE: CASA DOS SENTIMENTOS,PSICOLOGIA,DESCONHECIDO
GIRASSOL,8539422085,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,10,54.9,PEQUENOS PASSOS - HORA DO BANHO,PSICOLOGIA,DESCONHECIDO
RECORD,8501036803,1990,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,322,69.9,DICIONARINHO DO PALAVRÃO & CORRELATOS,DICIONÁRIOS,GLAUCO MATTOSO
ROCA,8572415106,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,448,176.8,DICIONÁRIO DE TERMOS MÉDICOS INGLÊS - PORTUGUÊS,DICIONÁRIOS,F. RUIZ TORRES
ALTA BOOKS,8550811726,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,69.9,COMO SE TRANSFORMAR EM UM OPERADOR E INVESTIDOR DE SUCESSO,PSICOLOGIA,ALEXANDER ELDER
EDITORA AGE,8574974137,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,316,38.0,DICIONARIO DE FORMAS DE TRATAMENTO (DFT),DICIONÁRIOS,LUIZ GONZAGA PAUL
F.C.E.,9505579152,2012,1,USADO,BROCHURA,ESPANHOL,ESPANHA,431,135.0,OBREROS Y EMPLEADOS EN VISPERAS DEL TERCER REICH,PSICOLOGIA,ERICH FROMM
EDITORA ALLER,8594347340,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,108,49.9,A SUBLIMAÇÃO,PSICOLOGIA,CLARISSA METZGER
ROCCO,8532523943,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,37.5,MULTIPLICIDADE - A NOVA CIÊNCIA DA PERSONALIDADE,PSICOLOGIA,RITA CARTER
SUMMUS,8532309445,2014,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,264,47.75,GESTALT-TERAPIA COM CRIANÇAS,PSICOLOGIA,LUCIANA AGUIAR
FUNDAMENTO,8539514931,2019,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,240,24.9,AS 10 COISAS MAIS IMPORTANTES PARA O FUTURO DE SUA FILHA,PSICOLOGIA,STEVE BIDDULPH
VOZES,8532631827,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,77.0,PROJETO DE PESQUISA EM HISTÓRIA,METODOLOGIA DE PESQUISA,JOSE D'ASSUNÇAO BARROS
HARRY N ABRAMS INC,1419718703,2015,2015,USADO,CAPA DURA,PORTUGUÊS,BRASIL,208,85.8,WORK. PUMP. REPEAT.,PSICOLOGIA,JESSICA SHORTALL
VOZES,8532636810,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,464,140.0,PESQUISA QUALITATIVA,METODOLOGIA DE PESQUISA,ALVARO P. PIRES; JEAN-MARIE POUPART; JEAN-PIERRE DESLAURIERS; LIONEL HENRI GROULX; ROBERT MAYER
NOBEL,8521315651,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,952,49.9,MICHAELIS: DICIONÁRIO ESCOLAR DE LINGUA PORTUGUESA,DICIONÁRIOS,MELHORAMENTOS
VOZES,8532633773,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,50.0,COMO FAZER PESQUISA QUALITATIVA,METODOLOGIA DE PESQUISA,MARIA MARLY DE OLIVEIRA
BERTRAND BRASIL,8528615227,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,820,123.12,DICIONÁRIO YORUBÁ-PORTUGUÊS,DICIONÁRIOS,JOSE BENISTE
ALMEDINA BRASIL - BR,9724021424,2004,1,IMPORTADO,BROCHURA,PORT. PORTUGAL,PORTUGAL,563,186.0,QUESTIONARIOS - TEORIA E PRATICA,METODOLOGIA DE PESQUISA,JOAO MANUEL MOREIRA
WMF MARTINS FONTES,8578276043,2013,1,NACIONAL,BROCHURA,ITALIANO,BRASIL,880,79.9,PALAVRA-CHAVE - ITALIANO,DICIONÁRIOS,WMF
TRAÇO,8571190364,2000,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,190,65.0,DICIONARIO DE TERMOS ASIATICOS E AMERINDIOS,DICIONÁRIOS,LUIZ CALDAS TIBIRIÇA
EPU,8512547901,1997,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,89,55.8,AVENIDA BRASIL 2 - GLOSSARIO PORTUGUES-ESPANHOL,DICIONÁRIOS,CRISTIAN GONZALEZ BERGWEILER
MATRIX EDITORA,6556160849,2021,1,NACIONAL,FLEXIVEL,PORTUGUÊS,BRASIL,50,37.0,TÉCNICAS DE EDUCAÇÃO FAMILIAR PARA CRIANÇAS,PSICOLOGIA,THAÏS OLIVEIRA
WMF MARTINS FONTES,8578273540,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1272,99.0,PALAVRA-CHAVE - FRANCÊS,DICIONÁRIOS,DICIONARIOS WMF
MATRIX EDITORA,6556160792,2021,1,NACIONAL,FLEXIVEL,PORTUGUÊS,BRASIL,40,37.0,ENFRENTANDO O TOD,PSICOLOGIA,JULIANE FELDMANN
MATRIX EDITORA,6556160857,2021,1,NACIONAL,FLEXIVEL,PORTUGUÊS,BRASIL,50,37.0,QUARTO DE CRIANÇA,PSICOLOGIA,MARCELA CADIMA
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,33.28,ORIENTAÇÕES PARA A ESCRITA ACADÊMICA,METODOLOGIA DE PESQUISA,DESCONHECIDO
SEXTANTE,6555641665,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,49.9,A (HONESTA) VERDADE SOBRE A DESONESTIDADE,PSICOLOGIA,DAN ARIELY
ATLAS EDITORA,8597010703,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,392,98.0,METODOLOGIA CIENTÍFICA,METODOLOGIA DE PESQUISA,EVA MARIA LAKATOS; MARINA DE ANDRADE MARCONI
VOZES,8532639852,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,37.0,METODOLOGIA DA PESQUISA QUALITATIVA NA SAÚDE,METODOLOGIA DE PESQUISA,ANA MARIA CANZONIERI
PENSO - ARTMED,8565848280,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,624,191.0,METODOLOGIA DE PESQUISA,METODOLOGIA DE PESQUISA,CARLOS FERNANDEZ COLLADO; MARIA DEL PILAR BAPTISTA LUCIO; ROBERTO HERNANDEZ SAMPIERI
EDITORA VIDA,8573676337,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,173,28.0,DICIONARIO DE RELIGIOES E CRENÇAS MODERNAS,DICIONÁRIOS,IRVING HEXHAM
EDITORA SANTUARIO,8572007628,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,398,49.0,DICIONÁRIO DE ECUMENISMO,DICIONÁRIOS,JUAN BOSCH NAVARRO
ALMEDINA BRASIL - BR,9724008266,1995,1,IMPORTADO,BROCHURA,PORT. PORTUGAL,PORTUGAL,346,176.0,FUNÇAO E DINAMICA DAS LINGUAS,DICIONÁRIOS,ANDRE MARTINET
WMF MARTINS FONTES,8578275217,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1232,154.9,DICIONÁRIO DE FILOSOFIA,DICIONÁRIOS,NICOLA ABBAGNANO
METODO,8530962060,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,93.0,MONOGRAFIA JURÍDICA - PASSO A PASSO - PROJETO-PESQUISA-REDAÇÃO-FORMATAÇÃO,METODOLOGIA DE PESQUISA,RAFAEL MAFEI RABELO QUEIROZ
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,40.0,"DICIONARIO ESPANHOL PORTUGUES, V.1",DICIONÁRIOS,DESCONHECIDO
JSN,8585985089,2000,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,312,31.16,"DICIONARIO PORTUGUES ESPANHOL, V.2",DICIONÁRIOS,ISIS LOYOLLA
CIENCIA MODERNA,8573935456,2006,4,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,273,47.5,"DICIONARIO DE TERMOS DE MANUTENÇAO, CONFIABILIDADE",DICIONÁRIOS,GIL BRANCO FILHO
EDUSP,8531408490,2004,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,904,148.0,"ENCICLOPEDIA DA LINGUA DE SINAIS BRASILEIRA, V.2",DICIONÁRIOS,FERNANDO CESAR CAPOVILLA; WALKIRIA DUARTE RAPHAEL
EDITORA CULTRIX,853160785X,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,424,69.0,ORDENS DO AMOR,PSICOLOGIA,BERT HELLINGER
COMPANHIA DAS LETRAS,853591613X,2010,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,432,72.9,"FREUD (1917-1920) ""O HOMEM DOS LOBOS"" E OUTROS TEXTOS",PSICOLOGIA,SIGMUND FREUD
VOZES,853265326X,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,84.2,CRISTIANISMO EM C. G. JUNG,PSICOLOGIA,HENRYK MACHON
ZAHAR,8571107009,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,72.9,A FAMÍLIA EM DESORDEM,PSICOLOGIA,ELISABETH ROUDINESCO
HAGNOS,8577422151,2018,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,1856,299.9,NOVO DICIONÁRIO BÍBLICO CHAMPLIN,DICIONÁRIOS,RUSSEL NORMAN CHAMPLIN
RANDOM HOUSE,1426209223,2012,1,IMPORTADO,CAPA DURA,INGLÊS,ESTADOS UNIDOS,92,33.7,MOTHER'S LOVE,PSICOLOGIA,MELINA GEROSA BELLOWS
APPRIS,8547307877,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,273,49.6,MINAS DE TODOS OS SANTOS: DICIONÁRIO DE TOPÔNIMOS,DICIONÁRIOS,ANA PAULA MENDES ALVES DE CARVALHO
VOZES,8532637302,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,72.2,MITOPOESE DA PSIQUE,PSICOLOGIA,WALTER BOECHAT
EDIÇOES 70 - BRASIL,9724413500,2007,1,IMPORTADO,BROCHURA,PORT. PORTUGAL,PORTUGAL,432,251.0,DICIONARIO DE CIENCIAS COGNITIVAS,DICIONÁRIOS,DESCONHECIDO
VOZES,8532624480,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,35.0,PROJETO DE PESQUISA,METODOLOGIA DE PESQUISA,MARCO ANTONIO F. DA COSTA; MARIA DE FATIMA BARROZO DA COSTA
PORTO EDITORA,9720015624,2012,1,IMPORTADO,BROCHURA,PORT. PORTUGAL,PORTUGAL,512,34.3,DICIONARIO MINI DE INGLES-PORTUGUES / PORTUGUES-INGLES,DICIONÁRIOS,PORTO EDITORA
DISAL EDITORA,8578441745,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,570,105.0,VOCABULANDO - VOCABULÁRIO PRÁTICO,DICIONÁRIOS,ISA MARA LANDO
DVS,8588329166,2004,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,39.0,MONOGRAFIA FÁCIL,METODOLOGIA DE PESQUISA,ANA LUCIA RODRIGUES DA SILVA
VOZES,8532639941,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,96.7,METODOLOGIAS DA PESQUISA QUALITATIVA EM EDUCAÇÃO,METODOLOGIA DE PESQUISA,DESCONHECIDO
MELHORAMENTOS,8506078652,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,70.2,MICHAELIS DICIONÁRIO DE ERROS COMUNS DO INGLÊS PARA FALANTES DO PORTUGUÊS,DICIONÁRIOS,MARK G NASH; WILLIANS RAMOS FERREIRA
MELHORAMENTOS,8506078571,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,576,93.6,MICHAELIS DICIONÁRIO PRÁTICO JAPONÊS-PORTUGUÊS,DICIONÁRIOS,ALIANÇA CULTURAL BRASIL-JAPAO; MELHORAMENTOS
CENGAGE DO BRASIL,8522108005,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,80,34.9,TRABALHO DE CONCLUSÃO DE CURSO,METODOLOGIA DE PESQUISA,CLOVIS ROBERTO DOS SANTOS
EDITORA HYRIA,8566442237,2018,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,20,49.6,BREVE HISTÓRIA DA REDAÇÃO CIENTÍFICA,METODOLOGIA DE PESQUISA,PEDRO REIZ
VOZES,8532649009,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,472,215.1,TEORIA E MÉTODOS DE PESQUISA SOCIAL,METODOLOGIA DE PESQUISA,DESCONHECIDO
VOZES,853263673X,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,42.8,ARTE DE APRENDER,METODOLOGIA DE PESQUISA,HUMBERTO GUIDO
UNESP,8539300273,2010,1,NACIONAL,ESPIRAL,PORTUGUÊS,BRASIL,184,24.0,NORMAS PARA PUBLICAÇÕES DA UNESP - VOL. 1,METODOLOGIA DE PESQUISA,UNESP
JH MIZUNO,857789245X,2016,8,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,75,30.0,COMO FAZER SUA PESQUISA,METODOLOGIA DE PESQUISA,JOSE ANTONIO TOBIAS
UNESP,8539300281,2010,1,NACIONAL,ESPIRAL,PORTUGUÊS,BRASIL,62,20.0,NORMAS PARA PUBLICAÇÕES DA UNESP - VOL. 2,METODOLOGIA DE PESQUISA,UNESP
PEIROPOLIS,8575963171,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,34.0,O ESCRITÓRIO É ESCOLA,METODOLOGIA DE PESQUISA,GRAZIELA BEDOIAN
BF&A,8577111172,2009,1,NACIONAL,LÂMINA,PORTUGUÊS,BRASIL,6,19.9,RESUMAO - TCC - MONOGRAFIA,METODOLOGIA DE PESQUISA,ALVARO RICARDINO
VOZES,8532624367,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,152,54.2,MÉTODOS QUALITATIVOS,METODOLOGIA DE PESQUISA,DOMINIQUE DESJEUX; ISABELLE GARABUAU-MOUSSAOUI; SOPHIE ALAMI
ATLAS EDITORA,8597008113,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,73.71,METODOLOGIA DA INVESTIGAÇÃO CIENTÍFICA PARA CIÊNCIAS SOCIAIS APLICADAS,METODOLOGIA DE PESQUISA,CARLOS RENATO THEOPHILO; GILBERTO DE ANDRADE MARTINS
VOZES,8532646379,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,58.8,ENTREVISTA COMPREENSIVA,METODOLOGIA DE PESQUISA,JEAN-CLAUDE KAUFMANN
VOZES,8532636950,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,74.9,METODOLOGIA DE PESQUISA E PRODUÇÃO DE CONHECIMENTO,METODOLOGIA DE PESQUISA,DESCONHECIDO
VOZES,8532652638,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,51.0,CONCEITOS,METODOLOGIA DE PESQUISA,JOSÉ COSTA D'ASSUNÇÃO BARROS
UNITED PRESS,8524304243,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,42.9,O PRAZER DA PRODUÇÃO CIENTÍFICA,METODOLOGIA DE PESQUISA,ISRAEL BELO DE AZEVEDO
DVS,8588329328,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,39.0,METODOLOGIA,METODOLOGIA DE PESQUISA,OFELIA M. G. CHAROUX
WMF MARTINS FONTES,8533621728,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,412,69.9,A MARAVILHOSA INCERTEZA,METODOLOGIA DE PESQUISA,DELCIO VIEIRA SALOMON
VOZES,8532640702,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,168,51.5,FUNDAMENTOS DA PESQUISA CIENTÍFICA,METODOLOGIA DE PESQUISA,CESAR CANDIOTTO; CLEVERSON LEITE BASTOS; KLEBER BEZ BIROLO CANDIOTTO
KIRION,8594090323,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,45.9,AS SETE ARTES LIBERAIS,HISTÓRIA,PAUL ABELSON
VOZES,8532654649,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,80,30.0,HIPÓTESES NAS CIÊNCIAS HUMANAS,METODOLOGIA DE PESQUISA,JOSÉ D´ASSUNÇÃO BARROS
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,17.13,CONVERSANDO SOBRE AUTISMO COM PAIS E EDUCADORES,DICIONÁRIOS,ADRIANA FALCAO DUARTE
PARABOLA,8579340357,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,35.0,PESQUISAR NO LABIRINTO,METODOLOGIA DE PESQUISA,FRANCISCO PERUJO SERRANO
EDITORA NACIONAL,8504011887,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1312,85.72,DICIONÁRIO ESCOLAR DA LÍNGUA PORTUGUESA - ACADEMIA BRASILEIRA DE LETRAS,DICIONÁRIOS,ACADEMIA BRASILEIRA DE LETRAS
OXFORD DO BRASIL,0194578194,2011,3,IMPORTADO,BROCHURA,PORTUGUÊS,BRASIL,97,181.8,BUSINESS VENTURE BEGINNER STUDENTS BOOK PACK,DICIONÁRIOS,DESCONHECIDO
CONTEXTO,855200173X,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,33.0,O ESPÍRITO DO GUERREIRO,HISTÓRIA,STEVEN PRESSFIELD
RECORD,8501110019,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,476,74.9,"ARMAS, GERMES E AÇO",HISTÓRIA,JARED M. DIAMOND
GALERA RECORD,8501401390,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,406,54.9,TRONO DE VIDRO: COROA DA MEIA-NOITE (VOL. 2),TEEN,SARAH J. MAAS
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,91.0,IN THEIR OWN WORDS,HISTÓRIA,THE NATIONAL ARCHIVES
LEXIKON,8586368717,2011,1,NACIONAL,FLEXIVEL,PORTUGUÊS,BRASIL,704,88.14,DICIONÁRIO DE LOCUÇÕES E EXPRESSÕES DA LÍNGUA PORTUGUESA,DICIONÁRIOS,CARLOS ALBERTO DE MACEDO ROCHA; CARLOS EDUARDO PENNA DE M. ROCHA
GALERA RECORD,8501112607,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,658,79.9,TRONO DE VIDRO: IMPÉRIO DE TEMPESTADES (VOL. 5),TEEN,SARAH J. MAAS
VOZES,8532648193,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,27.7,PASSO A PASSO DO TRABALHO CIENTÍFICO,METODOLOGIA DE PESQUISA,BRUNO CARNEIRO LIRA
OUTRO PLANETA,8542217489,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,30.72,AS AVENTURAS DE MIKE,TEEN,GABRIEL DEARO
SUMMUS,8532310508,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,71.6,MODALIDADES DE INTERVENÇAO CLINICA EM GESTALT-TERAPIA,PSICOLOGIA,DESCONHECIDO
ATLAS EDITORA,852244482X,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,117.0,METODOLOGIA CIENTÍFICA : GUIA PARA EFICIÊNCIA NOS ESTUDOS,METODOLOGIA DE PESQUISA,JOAO ALVARO RUIZ
VOZES,8532634257,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,54.7,APRESENTAÇÃO DE TRABALHOS ACADÊMICOS,METODOLOGIA DE PESQUISA,EMERSON SENA DA SILVEIRA; JOSE MARIA DA SILVA
ATLAS EDITORA,8597008776,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,106.0,MANUAL DE METODOLOGIA DA PESQUISA CIENTÍFICA,METODOLOGIA DE PESQUISA,JOSE MATIAS-PEREIRA
SUMMUS,8532310044,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,64.2,"CLINICA, A RELAÇAO PSICOTERAPEUTICA E O MANEJO EM GESTALT-TERAPIA, A",PSICOLOGIA,DESCONHECIDO
GLOBO LIVROS,8525062499,2016,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,352,69.9,O LIVRO DA PSICOLOGIA (REDUZIDO),PSICOLOGIA,VÁRIOS AUTORES
SUMMUS,8532309402,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,74.5,GESTALT-TERAPIA - CONCEITOS FUNDAMENTAIS,PSICOLOGIA,KARINA OKAJIMA FUKUMITSU; LILIAN MEYER FRAZAO
LAFONTE,8581864260,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,29.9,EMÍLIA NO PAÍS DA GRAMÁTICA,INFANTIL,MONTEIRO LOBATO
MATRIX EDITORA,857788046X,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,18.48,AS 200 MELHORES ADIVINHAS PARA CRIANÇAS,INFANTIL,PAULO TADEU
SEGUINTE,8555340616,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,67.9,EXTRAORDINÁRIAS,INFANTIL,ARYANE CARARO; DUDA PORTO DE SOUZA
PACO ED - UM LIVRO,8581484239,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,172,39.1,"SERVIÇOS HOTELEIROS, TURISMO DE NEGÓCIOS, EVENTOS E ORGANIZAÇÃO ESPACIAL",GEOGRAFIA,LÉLIO GALDINO ROSA
ZASTRAS,8868607042,2018,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,8,78.9,O OCEANO : 360 POP-UP,INFANTIL,NADIA FABRIS
CIA DAS LETRINHAS,8574067679,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,59.9,DOBRAS,INFANTIL,ANDRES SANDOVAL
PAZ E TERRA,8577533050,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,32,54.9,O LENHADOR E A POMBA,INFANTIL,MAX VELTHUIJS
NEMO HQ,858286261X,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,44.9,RICK BLOCO E A AMEAÇA DA PEÇA ÔNIX,INFANTIL,TAMONY HALL
USBORNE,1474957307,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,32,44.9,ADESIVOS BRILHANTES,INFANTIL,LUCIANO CAMPELO
CARDOOO,1908242051,2013,1,IMPORTADO,BROCHURA,INGLÊS,INGLATERRA,223,24.3,ENORMOUS TURNIP,INFANTIL,KATE WARE
FORMATO,8572087826,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,40,59.7,THOMÁS TRISTONHO,INFANTIL,VARIOS AUTORES
PANDORGA,8584421041,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,27.9,MINECRAFT II : A MISTERIOSA MARCA DO GRIEFER : UMA AVENTURA LIVRE PARA JOGADORES,INFANTIL,WINTER MORGAN
SABER E LER EDITORA,8566428137,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,28,41.4,QUEM ESTÁ DEBAIXO DA CAMA?,INFANTIL,SANDRO NATALINI
PARKSTONE PRESS UK,1844847527,2010,1,IMPORTADO,CAPA DURA,INGLÊS,INGLATERRA,25,63.9,DOGS,INFANTIL,PARKSTONE PRESS
